source_data,batch_id,major_job_id,priority
"ರೋಷನ್‌ ಬೇಗ್‌ ಅವರು ಅಧಿಕ ರಕ್ತದೊತ್ತಡ, ಮಧುಮೇಹ ಹಾಗೂ ಹೃದಯ ಸಮಸ್ಯೆಯಿಂದ ಬಳಲುತ್ತಿದ್ದಾರೆ.",411,4,medium
ಮೂವರು ಶಾಸಕರ ರಾಜೀನಾಮೆಯಿಂದ 182 ಸದಸ್ಯ ಬಲದ ಗುಜರಾತ್ ವಿಧಾನಸಭೆಯಲ್ಲಿ ಕಾಂಗ್ರೆಸ್ ಬಲ ಇದೀಗ 65ಕ್ಕೆ ಕುಗ್ಗಿದೆ.,411,4,medium
ಹೊಸದಿಲ್ಲಿ: ಪಾರಂಪರಿಕ ಔಷಧ ಪದ್ಧತಿಗಳ ಕುರಿತ ಜಾಗತಿಕ ಅಧ್ಯಯನ ಕೇಂದ್ರವನ್ನು ಭಾರತದಲ್ಲಿ ಸ್ಥಾಪಿಸಲಾಗುವುದೆಂದು ವಿಶ್ವ ಆರೋಗ್ಯ ಸಂಸ್ಥೆ ಶುಕ್ರವಾರ ಘೋಷಿಸಿದೆ.,411,4,medium
"ಸ್ಪೂರ್ತಿದಾಯಕ ಭಾಷಣಕ್ಕಾಗಿ, ಜಾಗತಿಕವಾಗಿ ಯೋಚಿಸುವ ಮತ್ತು ಸ್ಥಳೀಯವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುವ ಬಹುಮುಖ ಪ್ರತಿಭೆ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರಿಗೆ ಧನ್ಯವಾದಗಳು.",411,4,medium
"﻿ಪಿಎಂ ಕಿಸಾನ್‌ ಸಮ್ಮಾನ್‌ ನಿಧಿ ಯೋಜನೆಯಡಿ 9 ಕೋಟಿ ರೈತರಿಗೆ 18,000 ಕೋಟಿ ರೂ.",411,4,medium
ಆರೋಗ್ಯ ತಪಾಸಣೆಗೆ ಅನುವಾಗುವ ದಿಸೆಯಲ್ಲಿ 90 ನಿಮಿಷ ಮೊದಲು ನಿಲ್ದಾಣದಲ್ಲಿ ಹಾಜರಿರಬೇಕು ಎನ್ನುವ ಷರತ್ತುಗಳನ್ನು ಪ್ರಯಾಣಿಕರಿಗೆ ವಿಧಿಸಲಾಗಿದೆ.,411,4,medium
ಮಕ್ಕಳು ಬಿಡಿಸುವ ಚಿತ್ರವನ್ನು ವಿಡಿಯೋ ಹಾಗೂ ಫೋಟೋ ಮಾಡಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣಗಳಲ್ಲಿ ಹರಿಬಿಟ್ಟಿದ್ದಳು.,411,4,medium
ಸಮಾಧಾನಕರ ಸಂಗತಿ ಎಂದರೆ ಕಳೆದ 28 ದಿನಗಳಲ್ಲಿ ಕರ್ನಾಟಕದ ಕೊಡಗು ಹಾಗೂ ಪುದುಚೆರಿಯ ಮಾಹೆಯಲ್ಲಿ ಯಾವುದೇ ಹೊಸ ಪ್ರಕರಣ ಪತ್ತೆಯಾಗಿಲ್ಲ.,411,4,medium
"ಕೂಡಲೇ ಸ್ಥಳಕ್ಕೆ ಆಗಮಿಸಿದ ಪೊಲೀಸರು, ಎರಡೂ ಪಕ್ಷಗಳ ಕಾರ್ಯಕರ್ತರನ್ನು ಸಮಾಧಾನಪಡಿಸಿ ಪರಿಸ್ಥಿತಿ ತಿಳಿಗೊಳಿಸಿದ್ದಾರೆ.",412,4,medium
8 GB RAM ಮತ್ತು 128 GB ಹಾಗೂ 256 GB ಎಂಬ ಎರಡು ಸ್ಟೋರೇಜ್ ಆಯ್ಕೆಗಳು ದೊರೆಯುತ್ತದೆ.,412,4,medium
ಈ ವೇಳೆ ಗುಜರಾತ್ ಮುಖ್ಯಮಂತ್ರಿ ವಿಜಯ್ ರೂಪಾನಿ ಹಾಗೂ ರಾಜ್ಯಪಾಲರಾದ ಆಚಾರ್ಯ ದೇವ್ರತ್ ಪ್ರಧಾನಿ ಮೋದಿಗೆ ಸಾಥ್ ನೀಡಿದರು.,412,4,medium
ಇವರನ್ನು 14 ದಿನಗಳವರೆಗೆ ಹೋಮ್ ಕ್ವಾರಂಟೈನ್ ಮತ್ತು 14 ದಿನಗಳ ಕಾಲ ಸೆಲ್ಫ್‌ ರಿಪೋರ್ಟಿಂಗ್ ಮಾಡಲಾಗುವುದು.,412,4,medium
ಇದು ಮೂರು ವಾರಗಳ ಕಾಲ ಒಂದು ರೀತಿಯಲ್ಲಿ ಕರ್ಫ್ಯೂ ಜಾರಿ ಮಾಡಲಾಗುತ್ತದೆ ಎಂದು ತಿಳಿಸಿದರು.,412,4,medium
"﻿ಮತ್ತೆ ಏರಿಕೆಯತ್ತ ಮುಖ ಮಾಡಿದ ಚಿನ್ನದ ಬೆಲೆ, ಎರಡು ದಿನದಲ್ಲಿ 720 ರೂ ಏರಿಕೆ!",412,4,medium
ತಕ್ಷಣ ತಪ್ಪಿತಸ್ಥರ ವಿರುದ್ಧ ಕಠಿಣ ಕ್ರಮ ತೆಗೆದುಕೊಳ್ಳಲು ಅಧಿಕಾರಿಗಳಿಗೆ ಸೂಚನೆ ನೀಡಬೇಕು ಎಂದು ಆಗ್ರಹಿಸಿದರು.,412,4,medium
ಜಿಲ್ಲೆಯಲ್ಲಿ ಕೊರೊನಾ ಸೋಂಕು ಹರಡುವಿಕೆ ತಡೆಗಟ್ಟುವ ನಿಟ್ಟಿನಲ್ಲಿ ಇಲಾಖೆಯಿಂದ ಹಲವು ಮುಂಜಾಗ್ರತಾ ಕ್ರಮಗಳನ್ನು ಕೈಗೊಂಡಿದೆ.,412,4,medium
"ಎಲ್ಲಾಸಾಮಾಜಿಕ, ರಾಜಕೀಯ ಕ್ರೀಡಾ ಮನರಂಜನಾ ಶೈಕ್ಷಣಿಕ, ಸಾಂಸ್ಕೃತಿಕ, ಧಾರ್ಮಿಕ ಸಮಾರಂಭಗಳು, ಇತರೆ ಸಭೆಗಳು ಹಾಗೂ ಬೃಹತ್‌ ಜನಸ್ತೋಮಗಳು ಸಂಪೂರ್ಣ ನಿಷೇಧಿಸಲಾಗಿದೆ.",412,4,medium
"@iamradhikapandit A post shared by Yash (@thenameisyash) on Jun 28, 2020 at 5:58am PDT",412,4,medium
"ಇವೆಲ್ಲವೂ ಬಹಳ ಸಮಯ ತೆಗದುಕೊಳ್ಳುತ್ತದೆ,"" ಎಂದು ಈ ಬೆಳವಣಿಗೆಗೆ ಹತ್ತಿರದ ಮೂಲಗಳು ಹೇಳಿವೆ.",413,4,high
ಈ ವೇಳೆ ಅಗಸ್ತ್ಯ ಫೋಟೋವೊಂದಕ್ಕೆ 'ಅನ್‌ಫಾಲೋವ್ಡ್' ಎಂದು ಶಾರುಖ್ ಖಾನ್ ಅವರ ಪುತ್ರಿ ಸುಹಾನಾ ಖಾನ್ ಕಾಮೆಂಟ್ ಮಾಡಿದ್ದಾರೆ.,413,4,high
ಬಾಲಿವುಡ್‌ ನಟ ಸುಶಾಂತ್ ಸಿಂಗ್‌ ರಜಪೂತ್ ಸಾವಿನ ತನಿಖೆಯಲ್ಲಿ ಪ್ರತಿದಿನ ಹೊಸ ಮಾಹಿತಿಗಳು ಹೊರಬೀಳುತ್ತಲೇ ಇದೆ.,413,4,high
"ಆದರೆ, ರಾಜ್ಯದಲ್ಲಿ ಕೊರೊನಾ ವೈರಸ್‌ ಸೋಂಕಿತರಾಗಿದ್ದ 11 ಮಂದಿ ಗುಣಮುಖರಾಗಿದ್ದು ಆಸ್ಪತ್ರೆಯಿಂದ ಡಿಸ್ಚಾರ್ಜ್ ಆಗಿದ್ದಾರೆ.",413,4,high
10 ವರ್ಷದ ಒಳಗಿನ ಮಕ್ಕಳು ಹಾಗೂ 65 ವರ್ಷ ಮೇಲ್ಪಟ್ಟ ಹಿರಿಯರು ಮನೆಯಿಂದ ಹೊರಗಡೆ ಬರಬಾರದು.,413,4,high
"ಅಲ್ಲದೆ, ಹಿಂಸಾಚಾರದ ಹಿಂದೆ ಯಾರಿದ್ದಾರೆ ಎಂಬುದು ದೇಶದ ಜನರಿಗೆ ಚೆನ್ನಾಗಿ ತಿಳಿದಿದೆ ಎಂದು ಅಮಿತ್‌ ಶಾ ಹೇಳಿದರು.",413,4,high
"ಜೂನ್ 8ರಿಂದ ದೇವಸ್ಥಾನ, ಮಾಲ್‌ ಹಾಗೂ ಹೋಟೆಲ್‌ ತೆರೆಯಲು ಕೇಂದ್ರ ಸರ್ಕಾರ ಅವಕಾಶ ನೀಡಿದೆ.",413,4,high
ಅಲ್ಲಿಗೆ ಹೋದಮೇಲೆ ವೈದ್ಯರು ಎಮರ್ಜೆನ್ಸಿ ರೂಮ್‌ಗೆ ಕರೆದುಕೊಂಡು ಹೋಗಿ ಅವರಿಗೆ ಹೃದಯಾಘಾತವಾಗಿದೆ ಎಂದುಬಿಟ್ರು.,413,4,high
ಆದ್ದರಿಂದ ಅರ್ಜಿಯ ವಿಚಾರಣೆಯನ್ನು ಮುಂದುವರಿಸುವ ಅವಶ್ಯಕತೆ ಕಂಡು ಬರುತ್ತಿಲ್ಲ'' ಎಂದು ಅಭಿಪ್ರಾಯಪಟ್ಟು ಅರ್ಜಿ ವಿಲೇವಾರಿ ಮಾಡಿತು.,413,4,high
"ಹೊಸದಾಗಿ ಇಬ್ಬರು ಸಾವನ್ನಪ್ಪುವುದರೊಂದಿಗೆ ಭಾನುವಾರದಿಂದ ರಾಜ್ಯದಲ್ಲಿ ಕೋವಿಡ್‌-19ಗೆ ಬರೋಬ್ಬರಿ 6 ಜನರು ಬಲಿಯಾಗಿದ್ದು, ಸೋಂಕಿನಿಂದ ಸಾವಿಗೀಡಾದವರ ಸಂಖ್ಯೆ 12ಕ್ಕೆ ಏರಿಕೆಯಾಗಿದೆ.",413,4,high
"139 ಸಾವಿನ ಪ್ರಕರಣಗಳು ವರದಿಯಾಗಿದ್ದು, ಒಟ್ಟಾರೆ ಸಾವಿನ ಸಂಖ್ಯೆ ನಾಲ್ಕು ಸಾವಿರ ದಾಟಿದ್ದು, ಈವರೆಗೆ ಸೋಂಕಿನಿಂದ 4201 ಜನ ಮೃತಪಟ್ಟಿದ್ದಾರೆ.",414,4,high
"ಇನ್ನು, 17,656 ಸೋಂಕಿತರ ಪೈಕಿ 14,255 ಸಕ್ರಿಯ ಸೋಂಕಿತರಿದ್ದು, 2842 ಮಂದಿ ಗುಣಮುಖರಾಗಿ ಡಿಸ್ಚಾರ್ಜ್ ಆಗಿದ್ದಾರೆ ಎಂದು ತಿಳಿದುಬಂದಿದೆ.",414,4,high
ಬನ್ನೂರು ಸಾರ್ವಜನಿಕರ ಆಸ್ವತ್ರೆಯಲ್ಲಿ ಮರಣೋತ್ತರ ಪರೀಕ್ಷೆ ನಡೆಸಿದ ನಂತರ ಮಕ್ಕಳ ಶವವನ್ನು ಕುಟುಂಬಕ್ಕೆ ಹಸ್ತಾಂತರಿಸಲಾಯಿತು.,414,4,high
"ಡಿಜಿಲಾಕರ್ ದಾಖಲೆಗಳನ್ನು, ಮಾಹಿತಿ ತಂತ್ರಜ್ಞಾನದ 9A ನಿಯಮದ ಪ್ರಕಾರ ಮೂಲದಾಖಲೆಗಳ ಹಾರ್ಡ್‌ ಕಾಪಿಗಳಂತೆಯೇ ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ.",414,4,high
ಆದರೆ ಬಿಜೆಪಿ ಸರ್ಕಾರ ಈ ಎಲ್ಲಾ ಯೋಜನೆಗಳನ್ನು ಹಳ್ಳ ಹಿಡಿಸಿದೆ ಎಂದು ಕಿಡಿಕಾರಿದ್ದಾರೆ.,414,4,high
