source_data,batch_id,major_job_id,priority
"Dolphins, and especially these estuarine dolphins, have a slow birth rate, a slow growth rate and a slow reproductive rate.",150,2,low
So he looked at her directly in her eyes and suddenly hugged her and gave her a kiss on the lips.,150,2,low
"I said them goodbye; I gave Jack a hug and Mamie kisses on her cheeks, and I shaked Tommy's hand.",150,2,low
This song takes me to a different time where everything is peaceful and life is lived in black and white.,150,2,low
Then I did market research and was shocked to realise that there isn't a single smartphone application for those purposes.,150,2,low
"Bennu is a primordial artifact preserved in the vacuum of space, orbiting among planets and moons and asteroids and comets.",150,2,low
"Because it is so old, Bennu could be made of material containing molecules that were present when life first formed on Earth.",150,2,low
I joined a club at my school where we discuss our cultures and learn more about the diverse world we live in.,150,2,low
"I swear if you're not down here by the count of 3, I'm taking away your phone for a year!",151,2,medium
"If they don't deliver the car to me in ten days, they'll give me double the amount of the deposit I left.",151,2,medium
"The Euclidean algorithm serves not only to determine the greatest common divisor between two integers, but also to solve Diophantine equations.",151,2,medium
"Adults told me that, instead of drawing snakes, or their interior, I should be learning arithmetic, geography, history, and grammar.",151,2,medium
"As you grow familiar with the language, you won't have to listen to each new sentence over and over again.",151,2,medium
"I like Geography, that taught me to distinguish China from Arizona, for such knowledge is very useful, particularly at night.",151,2,medium
I wonder how German has the most advanced members in here if it's not even in the top four languages contributed.,151,2,medium
"The erosion of social safety nets has left most people unable to afford a dentist's visit, let alone a therapist.",151,2,medium
The punishment for the offender included wearing an ankle bracelet so that his location would be known at all times.,151,2,medium
"I never really said to her how much I loved her, and now, I can't tell her how much I miss her.",151,2,medium
"The Guanches, Igwanciyen, have apparently the same accent as the Tuaregs, with the same emphatic intonations of their warm voices.",152,2,medium
He took the hot dog out of its package and put a small frying pan onto the stove's gas burner.,152,2,medium
"NASA confirmed the discovery using its Stratospheric Observatory for Infrared Astronomy (SOFIA), a flying laboratory onboard a specially modified 747 aircraft.",152,2,medium
But observations from Earth and spacecraft since then have revealed evidence of ice and hydration in a variety of regions.,152,2,medium
A way to come up with new sentences on the spot is to pretend you're having a conversation with other contributors.,152,2,medium
"I'm used to everything being traced back to an English sentence like ""Tom stuffed too much mayo in his sandwich"".",152,2,medium
"The notion that personality is a done deal the moment we are born leaves us with the temptation to say ""Why bother?""",152,2,medium
They are working hard to be good parents and to raise their children to be happy individuals and good parents.,152,2,medium
"The most intriguing implication from the study is that it's not the environment that influences a person's characteristics, but vice versa.",152,2,medium
"As I look up to the stars, I can still see the faint light of the planet from where I was born.",152,2,medium
"When shown the phrase ""Mary had a a little lamb"", many people perceive what they expect, and miss the repeated word.",153,2,medium
"Yes, it had cost him no little amount, but satisfying Mary to the highest degree was always Tom's number-one priority.",153,2,medium
"When Tom realized there was no way out of the room, he sat down on the floor and started crying.",153,2,medium
"You'll be able to see your message history here — and so can your administrator, so just keep that in mind.",153,2,medium
This dictionary has been designed to help children in their first few years of learning English or IsiZulu as an additional language.,153,2,medium
"You can practice your writing here and get feedback on it, but having a conversation through this platform is really hard.",153,2,medium
