source_data,batch_id,major_job_id,priority
कल रात मैं बारिश में फंस गया और तर तर भीग गया।,262,3,low
हम यह फ़ैसला नहीं ले पा रहें हैं कि कॉलेज जाएं या न जाएं।,262,3,low
तुम सरकार की ओर से जा रहे हो या अपने खुद के काम के लिए?,262,3,low
"जब वह अगली बार आएगा, मैं उसे इसके बारे में बाताऊँगा।",262,3,low
"जब वह अगली बार आएगा, मैं उसे इसके बारे में बाताऊँगी।",262,3,low
मैं उसे पहचानता हूँ पर मैंने उससे कभी बात नहीं करी है।,262,3,low
मैं उसे पहचानता हूँ पर मैं उससे कभी मिला नहीं हूँ।,262,3,low
मुझे इस समस्या के बारे में कुछ नहीं कहना है।,262,3,low
तम्हें नहीं लगता कि एसी कुछ ज़्यादा ही तेज़ चल रहा है?,262,3,low
दरवाज़े पर ताला लगा हुआ था और हम अंदर नहीं जा सके।,263,3,medium
वह वह खिड़की है जिसको टॉम ने कल थोड़ा था।,263,3,medium
"वह छुपाछुपी कमरे से निकला, किसी ने भी उसको नहीं देखा।",263,3,medium
जर्मन तो छोड़ो वह तो अंग्रेज़ी भी नहीं बोल सकता।,263,3,medium
उस लड़की ने रोने के अलावा और कुछ नहीं किया।,263,3,medium
तुम ब्रिज पर खड़े हुए आदमी को जानते हो क्या?,263,3,medium
तुम हमेशा के लिए तो जापान नहीं जा रहे हो ना?,263,3,medium
मैं परेशान था क्योंकि मुझे फ़्रांसीसी बोलनी नहीं आती थी।,263,3,medium
क़ानून ने लोगों को फ़ुटबॉल खेलने से बहुत देर तक रोका।,263,3,medium
"उसने जैसे ही अपनी मम्मी को देखा, वह चिल्ला उठी।",263,3,medium
"वह अपने बाल कटवाना चाह्ती थी, पर उसकी मम्मी राज़ी नहीं थी।",264,3,medium
वह चिंतित है क्योंकि पिछले कुछ महीनों से उसके बेटे की कोई भी ख़बर नहीं आई है।,264,3,medium
उसने किसी भी मौके को हाथ से जाने नहीं दिया।,264,3,medium
वह अपने परिवार के सुख के लिए बहुत मेहनत करता था।,264,3,medium
शब्दकोश (डिक्शनरी) के बिना अंग्रेज़ी की पढ़ाई करना बहुत मुश्किल होगा।,264,3,medium
उन दिनों में मैं (रात में) जल्दी से सो जाया करता था।,264,3,medium
यह थोड़ी सी दवाई दिन में तीन बार लेनी होती है।,264,3,medium
तुम्हें पता नहीं कि वे दो साल पहले ही गुज़र चुके थे?,264,3,medium
"जब मैं सड़क पर उसके सामने से गया, उसने जानबूझकर मुझे पहचाना नहीं।",264,3,medium
"जब वह नहीं कर सकते जो करना चाह्ते हो, तो वह करो जो कर सकते हो।",264,3,medium
वह इस क्लब का सदस्य पाँच साल पहले बना था।,265,3,medium
ओबोन के समय में रेल स्टेशनों पर भागा-दौड़ी मची रहती है।,265,3,medium
उसने वसीयत में अपनी पत्नी को सारी जायदाद छोड़ दी।,265,3,medium
मेरे पिता नें अपनी वसीयत में मुझे बहुत सारे पैसे छोड़े थे।,265,3,medium
तुम नाकामयाब इसलिए रहे क्योंकि तुमने पूरी तरह मेहनत नहीं लगाई।,265,3,medium
क्या? मुझे सुनाई नहीं दे रहा तुम क्या कह रहे हो।,265,3,medium
इस गाँव में चीज़े हमारे गाँव के मुकाबले बहुत सस्ती हैं।,265,3,medium
उस सूपरमार्केट में तुम लगभग कोई भी रोजाने में इस्तेमाल होने वाला सामान ख़रीद सकते हो।,265,3,medium
"वह डब्बा बहुत छोटा है, उसमें इतना सारा सामान नहीं आएगा।",265,3,medium
"मैं तीन दिनों से नहीं सोया हूँ, बस थकान से मरा जा रहा हूँ।",265,3,medium
"चाबियों को फ़्रन्ट डेस्क से लेने के बाद, मैं लिफ़्ट लेकर अपने कमरे वाली मंज़िल तक गया।",266,3,medium
तुम्हारे ख्याल से तुम अम्रीका में सिर्फ़ एक डॉलर में एक पूरा दिन बिता सकते हो क्या?,266,3,medium
"तुम अपनी आँखों से सितारे देख सकते हो, पर अगर दूरबीन इस्तेमाल करो तो तारे और भी ज़्यादा साफ़ नज़र आएंगे।",266,3,medium
"हवा की आवाज़ बहुत डरावनी है, ऐसा लगता है कि भूतों की आवाज़ें है।",266,3,medium
"हाल ही में गिरी हुई बरफ़ ने पहाड़ को सफ़ेद रंग दिया है, सच में बहुत ही सुंदर है।",266,3,medium
"उसने ज़ोर लगाकर खींचा, पर वह पुराना पत्थर ज़रा सा भी नहीं हिला।",266,3,medium
उसके मन लगाकर पढ़ाई करने के बावजूद वह टेस्ट में फ़ेल हो गया।,266,3,medium
मुझे रात को खाना खाने के बाद अपने भाई को उसके होमवर्क के साथ मदद करने की आदत है।,266,3,medium
मैं तुम्हे सिगरेट पीना छोड़ देने की सलाह देना चाह्ता हूँ।,266,3,medium
"तुम जो भी कहो, मैं तो उससे शादी कर के ही रहूँगा।",266,3,medium
"तुम जो भी कहो, मैं तो उससे ही शादी करूँगा।",267,3,medium
तुम मुझे पाँच सौ येन उधार दे सकते हो क्या?,267,3,medium
"चलो चलें, जितनी सारी चीज़ें देख सकते हैं देख आएँ।",267,3,medium
"न मैंने मदद माँगी है, न मैं मदद चाह्ता हूँ।",267,3,medium
उसने मुझसे पूछा कि मैं उसका पता जानता था या नहीं।,267,3,medium
यह तसवीर जो उन्होंने पेंट करी है बहुत क़ीमती है।,267,3,medium
मेरी दो बहनें हैं और दोनो की शादी हो चुकी है।,267,3,medium
किसी ने भी उसके निर्दोष होने पर विश्वास नहीं किया।,267,3,medium
